Date,Year,Month,Sector,Pollutant,Monthly_Ratio,EPD_Monthly_Tonnes
1/6/2011,2011,6,Power,SO2,0.090834602,1272.59277
1/6/2011,2011,6,Road-transport,CO,0.081804959,5071.907438
1/6/2011,2011,6,Road-transport,NOx,0.079989679,2655.657328
1/6/2011,2011,6,Road-transport,PM10,0.080638349,76.60643127
1/6/2011,2011,6,Road-transport,PM25,0.080638349,70.15536337
1/6/2011,2011,6,Road-transport,SO2,0.080680875,4.034043739
1/7/2011,2011,7,Non-road-transport,CO,0.083333333,1605
1/7/2011,2011,7,Non-road-transport,NOx,0.083333333,3594.166667
1/7/2011,2011,7,Non-road-transport,PM10,0.083333333,207.5
1/7/2011,2011,7,Non-road-transport,PM25,0.083333333,192.5
1/7/2011,2011,7,Non-road-transport,SO2,0.083333333,1582.5
1/7/2011,2011,7,Other,CO,0.080290602,388.6065134
1/7/2011,2011,7,Other,NOx,0.079415917,703.6250261
1/7/2011,2011,7,Other,PM10,0.079851559,142.1357746
1/7/2011,2011,7,Other,PM25,0.079720108,101.2445368
1/7/2011,2011,7,Other,SO2,0.07788596,14.79833235
1/7/2011,2011,7,Power,CO,0.087678494,326.1639964
1/7/2011,2011,7,Power,NOx,0.087678523,2631.232488
1/7/2011,2011,7,Power,PM10,0.087678476,87.67847617
1/7/2011,2011,7,Power,PM25,0.087678493,41.20889167
1/7/2011,2011,7,Power,SO2,0.087678487,1228.375605
1/7/2011,2011,7,Road-transport,CO,0.083652653,5186.464504
1/7/2011,2011,7,Road-transport,NOx,0.08085805,2684.487259
1/7/2011,2011,7,Road-transport,PM10,0.081815815,77.72502416
1/7/2011,2011,7,Road-transport,PM25,0.081815815,71.17975897
1/7/2011,2011,7,Road-transport,SO2,0.081806303,4.090315149
1/8/2011,2011,8,Non-road-transport,CO,0.083333333,1605
1/8/2011,2011,8,Non-road-transport,NOx,0.083333333,3594.166667
1/8/2011,2011,8,Non-road-transport,PM10,0.083333333,207.5
1/8/2011,2011,8,Non-road-transport,PM25,0.083333333,192.5
1/8/2011,2011,8,Non-road-transport,SO2,0.083333333,1582.5
1/8/2011,2011,8,Other,CO,0.079801526,386.2393867
1/8/2011,2011,8,Other,NOx,0.078819826,698.3436593
1/8/2011,2011,8,Other,PM10,0.080059299,142.5055524
1/8/2011,2011,8,Other,PM25,0.080245873,101.9122587
1/8/2011,2011,8,Other,SO2,0.075584362,14.36102877
1/8/2011,2011,8,Power,CO,0.101169036,376.3488136
1/8/2011,2011,8,Power,NOx,0.101169075,3036.08394
1/8/2011,2011,8,Power,PM10,0.101169074,101.1690744
1/8/2011,2011,8,Power,PM25,0.101169129,47.5494906
1/8/2011,2011,8,Power,SO2,0.101169053,1417.378426
1/8/2011,2011,8,Road-transport,CO,0.086292969,5350.164067
1/8/2011,2011,8,Road-transport,NOx,0.082137463,2726.963767
1/8/2011,2011,8,Road-transport,PM10,0.083585641,79.40635937
1/8/2011,2011,8,Road-transport,PM25,0.083585641,72.71950806
1/8/2011,2011,8,Road-transport,SO2,0.083615516,4.180775817
1/9/2011,2011,9,Non-road-transport,CO,0.083333333,1605
1/9/2011,2011,9,Non-road-transport,NOx,0.083333333,3594.166667
1/9/2011,2011,9,Non-road-transport,PM10,0.083333333,207.5
1/9/2011,2011,9,Non-road-transport,PM25,0.083333333,192.5
1/9/2011,2011,9,Non-road-transport,SO2,0.083333333,1582.5
1/9/2011,2011,9,Other,CO,0.088583579,428.7445235
1/9/2011,2011,9,Other,NOx,0.082500368,730.9532647
1/9/2011,2011,9,Other,PM10,0.08936899,159.0768028
1/9/2011,2011,9,Other,PM25,0.088860665,112.8530448
1/9/2011,2011,9,Other,SO2,0.082783773,15.72891684
1/9/2011,2011,9,Power,CO,0.097180365,361.5109578
1/9/2011,2011,9,Power,NOx,0.097180286,2916.38037
1/9/2011,2011,9,Power,PM10,0.09718038,97.1803803
1/9/2011,2011,9,Power,PM25,0.097180282,45.67473275
1/9/2011,2011,9,Power,SO2,0.097180432,1361.497847
1/9/2011,2011,9,Road-transport,CO,0.090457114,5608.341057
1/9/2011,2011,9,Road-transport,NOx,0.089669467,2977.026308
1/9/2011,2011,9,Road-transport,PM10,0.09004626,85.5439474
1/9/2011,2011,9,Road-transport,PM25,0.09004626,78.34024656
1/9/2011,2011,9,Road-transport,SO2,0.090239352,4.511967601
1/10/2011,2011,10,Non-road-transport,CO,0.083333333,1605
1/10/2011,2011,10,Non-road-transport,NOx,0.083333333,3594.166667
1/10/2011,2011,10,Non-road-transport,PM10,0.083333333,207.5
1/10/2011,2011,10,Non-road-transport,PM25,0.083333333,192.5
1/10/2011,2011,10,Non-road-transport,SO2,0.083333333,1582.5
1/10/2011,2011,10,Other,CO,0.091008484,440.4810618
1/10/2011,2011,10,Other,NOx,0.086819518,769.220929
1/10/2011,2011,10,Other,PM10,0.090438889,160.981223
1/10/2011,2011,10,Other,PM25,0.090401578,114.8100043
1/10/2011,2011,10,Other,SO2,0.085638891,16.27138935
1/10/2011,2011,10,Power,CO,0.083172336,309.4010907
1/10/2011,2011,10,Power,NOx,0.083172319,2496.001306
1/10/2011,2011,10,Power,PM10,0.083172399,83.17239938
1/10/2011,2011,10,Power,PM25,0.083172377,39.09101706
1/10/2011,2011,10,Power,SO2,0.083172387,1165.245143
1/10/2011,2011,10,Road-transport,CO,0.094302112,5846.730926
1/10/2011,2011,10,Road-transport,NOx,0.094984298,3153.478709
1/10/2011,2011,10,Road-transport,PM10,0.094893292,90.14862757
1/10/2011,2011,10,Road-transport,PM25,0.094893292,82.5571642
1/10/2011,2011,10,Road-transport,SO2,0.095157294,4.757864686
1/11/2011,2011,11,Non-road-transport,CO,0.083333333,1605
1/11/2011,2011,11,Non-road-transport,NOx,0.083333333,3594.166667
1/11/2011,2011,11,Non-road-transport,PM10,0.083333333,207.5
1/11/2011,2011,11,Non-road-transport,PM25,0.083333333,192.5
1/11/2011,2011,11,Non-road-transport,SO2,0.083333333,1582.5
1/11/2011,2011,11,Other,CO,0.091352935,442.1482052
1/11/2011,2011,11,Other,NOx,0.091802937,813.3740246
1/11/2011,2011,11,Other,PM10,0.092853648,165.2794927
1/11/2011,2011,11,Other,PM25,0.092556996,117.5473852
1/11/2011,2011,11,Other,SO2,0.091146647,17.31786299
1/11/2011,2011,11,Power,CO,0.085053765,316.4000049
1/11/2011,2011,11,Power,NOx,0.085053799,2552.464501
1/11/2011,2011,11,Power,PM10,0.085053816,85.053816
1/11/2011,2011,11,Power,PM25,0.085053786,39.97527945
1/11/2011,2011,11,Power,SO2,0.085053727,1191.602715
1/11/2011,2011,11,Road-transport,CO,0.094939941,5886.276359
1/11/2011,2011,11,Road-transport,NOx,0.100031814,3321.056233
1/11/2011,2011,11,Road-transport,PM10,0.098436743,93.51490588
1/11/2011,2011,11,Road-transport,PM25,0.098436743,85.63996644
1/11/2011,2011,11,Road-transport,SO2,0.098728842,4.936442094
1/12/2011,2011,12,Non-road-transport,CO,0.083333333,1605
1/12/2011,2011,12,Non-road-transport,NOx,0.083333333,3594.166667
1/12/2011,2011,12,Non-road-transport,PM10,0.083333333,207.5
1/12/2011,2011,12,Non-road-transport,PM25,0.083333333,192.5
1/12/2011,2011,12,Non-road-transport,SO2,0.083333333,1582.5
1/12/2011,2011,12,Other,CO,0.103286527,499.9067889
1/12/2011,2011,12,Other,NOx,0.100748221,892.6292419
1/12/2011,2011,12,Other,PM10,0.107275823,190.9509643
1/12/2011,2011,12,Other,PM25,0.106005206,134.626611
1/12/2011,2011,12,Other,SO2,0.104858864,19.92318409
1/12/2011,2011,12,Power,CO,0.095772727,356.2745439
1/12/2011,2011,12,Power,NOx,0.09577274,2874.139913
1/12/2011,2011,12,Power,PM10,0.095772715,95.77271497
1/12/2011,2011,12,Power,PM25,0.095772737,45.01318658
1/12/2011,2011,12,Power,SO2,0.095772694,1341.775442
1/12/2011,2011,12,Road-transport,CO,0.088987766,5517.241507
1/12/2011,2011,12,Road-transport,NOx,0.106002473,3519.282098
1/12/2011,2011,12,Road-transport,PM10,0.100269658,95.25617474
1/12/2011,2011,12,Road-transport,PM25,0.100269658,87.23460213
1/12/2011,2011,12,Road-transport,SO2,0.10050776,5.025387998
1/1/2012,2012,1,Non-road-transport,CO,0.083333333,1740.833333
1/1/2012,2012,1,Non-road-transport,NOx,0.083333333,3418.333333
1/1/2012,2012,1,Non-road-transport,PM10,0.083333333,201.6666667
1/1/2012,2012,1,Non-road-transport,PM25,0.083333333,187.5
1/1/2012,2012,1,Non-road-transport,SO2,0.083333333,1600
1/1/2012,2012,1,Other,CO,0.062693232,353.5898276
1/1/2012,2012,1,Other,NOx,0.066117374,614.8915791
1/1/2012,2012,1,Other,PM10,0.058980288,104.9849123
1/1/2012,2012,1,Other,PM25,0.059986073,76.18231253
1/1/2012,2012,1,Other,SO2,0.065697166,14.45337652
1/1/2012,2012,1,Power,CO,0.060565208,235.5986579
1/1/2012,2012,1,Power,NOx,0.06056524,1939.29899
1/1/2012,2012,1,Power,PM10,0.060565215,58.14260605
1/1/2012,2012,1,Power,PM25,0.060565208,27.85999554
1/1/2012,2012,1,Power,SO2,0.060565214,938.1551649
1/1/2012,2012,1,Road-transport,CO,0.073696447,4606.027942
1/1/2012,2012,1,Road-transport,NOx,0.072408664,2259.150302
1/1/2012,2012,1,Road-transport,PM10,0.072208525,64.2655874
1/1/2012,2012,1,Road-transport,PM25,0.072208525,59.21099063
1/1/2012,2012,1,Road-transport,SO2,0.07199152,3.599576018
1/2/2012,2012,2,Non-road-transport,CO,0.083333333,1740.833333
1/2/2012,2012,2,Non-road-transport,NOx,0.083333333,3418.333333
1/2/2012,2012,2,Non-road-transport,PM10,0.083333333,201.6666667
1/2/2012,2012,2,Non-road-transport,PM25,0.083333333,187.5
1/2/2012,2012,2,Non-road-transport,SO2,0.083333333,1600
1/2/2012,2012,2,Other,CO,0.07173479,404.584215
1/2/2012,2012,2,Other,NOx,0.075121053,698.6257948
1/2/2012,2012,2,Other,PM10,0.06806244,121.151143
1/2/2012,2012,2,Other,PM25,0.069162924,87.83691327
1/2/2012,2012,2,Other,SO2,0.074840925,16.46500342
1/2/2012,2012,2,Power,CO,0.078778942,306.4500859
1/2/2012,2012,2,Power,NOx,0.07877889,2522.500057
1/2/2012,2012,2,Power,PM10,0.078778968,75.62780972
1/2/2012,2012,2,Power,PM25,0.078778915,36.23830077
1/2/2012,2012,2,Power,SO2,0.078778902,1220.285194
1/2/2012,2012,2,Road-transport,CO,0.078958359,4934.897415
1/2/2012,2012,2,Road-transport,NOx,0.064636132,2016.647324
1/2/2012,2012,2,Road-transport,PM10,0.069436801,61.79875304
1/2/2012,2012,2,Road-transport,PM25,0.069436801,56.93817696
1/2/2012,2012,2,Road-transport,SO2,0.068510254,3.425512719
1/3/2012,2012,3,Non-road-transport,CO,0.083333333,1740.833333
1/3/2012,2012,3,Non-road-transport,NOx,0.083333333,3418.333333
1/3/2012,2012,3,Non-road-transport,PM10,0.083333333,201.6666667
1/3/2012,2012,3,Non-road-transport,PM25,0.083333333,187.5
1/3/2012,2012,3,Non-road-transport,SO2,0.083333333,1600
1/3/2012,2012,3,Other,CO,0.081390721,459.0436652
1/3/2012,2012,3,Other,NOx,0.085113761,791.5579772
1/3/2012,2012,3,Other,PM10,0.080869051,143.94691
1/3/2012,2012,3,Other,PM25,0.080833694,102.6587918
1/3/2012,2012,3,Other,SO2,0.087260381,19.19728385
1/3/2012,2012,3,Power,CO,0.092895903,361.3650636
1/3/2012,2012,3,Power,NOx,0.092895955,2974.52848
1/3/2012,2012,3,Power,PM10,0.092895916,89.18007915
1/3/2012,2012,3,Power,PM25,0.092895905,42.7321163
1/3/2012,2012,3,Power,SO2,0.092896059,1438.959953
1/3/2012,2012,3,Road-transport,CO,0.074889828,4680.61422
1/3/2012,2012,3,Road-transport,NOx,0.078390509,2445.783866
1/3/2012,2012,3,Road-transport,PM10,0.077166311,68.6780168
1/3/2012,2012,3,Road-transport,PM25,0.077166311,63.27637503
1/3/2012,2012,3,Road-transport,SO2,0.077382032,3.869101606
1/4/2012,2012,4,Non-road-transport,CO,0.083333333,1740.833333
1/4/2012,2012,4,Non-road-transport,NOx,0.083333333,3418.333333
1/4/2012,2012,4,Non-road-transport,PM10,0.083333333,201.6666667
1/4/2012,2012,4,Non-road-transport,PM25,0.083333333,187.5
1/4/2012,2012,4,Non-road-transport,SO2,0.083333333,1600
1/4/2012,2012,4,Other,CO,0.076613658,432.1010303
1/4/2012,2012,4,Other,NOx,0.077903763,724.5049987
1/4/2012,2012,4,Other,PM10,0.075551977,134.4825199
1/4/2012,2012,4,Other,PM25,0.075619845,96.03720301
1/4/2012,2012,4,Other,SO2,0.077138339,16.97043463
1/4/2012,2012,4,Power,CO,0.088075709,342.6145068
1/4/2012,2012,4,Power,NOx,0.088075687,2820.183505
1/4/2012,2012,4,Power,PM10,0.088075718,84.55268961
1/4/2012,2012,4,Power,PM25,0.088075637,40.51479299
1/4/2012,2012,4,Power,SO2,0.088075665,1364.292045
1/4/2012,2012,4,Road-transport,CO,0.06893769,4308.605619
1/4/2012,2012,4,Road-transport,NOx,0.071809842,2240.467075
1/4/2012,2012,4,Road-transport,PM10,0.070720001,62.94080106
1/4/2012,2012,4,Road-transport,PM25,0.070720001,57.99040098
1/4/2012,2012,4,Road-transport,SO2,0.070878915,3.543945739
1/5/2012,2012,5,Non-road-transport,CO,0.083333333,1740.833333
1/5/2012,2012,5,Non-road-transport,NOx,0.083333333,3418.333333
1/5/2012,2012,5,Non-road-transport,PM10,0.083333333,201.6666667
1/5/2012,2012,5,Non-road-transport,PM25,0.083333333,187.5
1/5/2012,2012,5,Non-road-transport,SO2,0.083333333,1600
1/5/2012,2012,5,Other,CO,0.079305615,447.2836673
1/5/2012,2012,5,Other,NOx,0.078608787,731.0617161
1/5/2012,2012,5,Other,PM10,0.078228443,139.2466293
1/5/2012,2012,5,Other,PM25,0.078224544,99.34517033
1/5/2012,2012,5,Other,SO2,0.078796185,17.3351607
1/5/2012,2012,5,Power,CO,0.092445414,359.6126611
1/5/2012,2012,5,Power,NOx,0.092445378,2960.100996
1/5/2012,2012,5,Power,PM10,0.092445364,88.74754989
1/5/2012,2012,5,Power,PM25,0.09244546,42.52491141
1/5/2012,2012,5,Power,SO2,0.0924454,1431.979246
1/5/2012,2012,5,Road-transport,CO,0.081960351,5122.521953
1/5/2012,2012,5,Road-transport,NOx,0.078457951,2447.888085
1/5/2012,2012,5,Road-transport,PM10,0.079671203,70.90737095
1/5/2012,2012,5,Road-transport,PM25,0.079671203,65.33038672
1/5/2012,2012,5,Road-transport,SO2,0.07945293,3.972646499
1/6/2012,2012,6,Non-road-transport,CO,0.083333333,1740.833333
1/6/2012,2012,6,Non-road-transport,NOx,0.083333333,3418.333333
1/6/2012,2012,6,Non-road-transport,PM10,0.083333333,201.6666667
1/6/2012,2012,6,Non-road-transport,PM25,0.083333333,187.5
1/6/2012,2012,6,Non-road-transport,SO2,0.083333333,1600
1/6/2012,2012,6,Other,CO,0.085649548,483.0634517
1/6/2012,2012,6,Other,NOx,0.08681146,807.3465802
1/6/2012,2012,6,Other,PM10,0.08744247,155.6475965
1/6/2012,2012,6,Other,PM25,0.087034505,110.5338214
1/6/2012,2012,6,Other,SO2,0.08549379,18.80863375
1/6/2012,2012,6,Power,CO,0.086651142,337.0729438
1/6/2012,2012,6,Power,NOx,0.086651129,2774.569159
1/6/2012,2012,6,Power,PM10,0.086651148,83.1851024
1/6/2012,2012,6,Power,PM25,0.086651157,39.859532
1/6/2012,2012,6,Power,SO2,0.086651125,1342.225932
1/6/2012,2012,6,Road-transport,CO,0.08183587,5114.741854
1/6/2012,2012,6,Road-transport,NOx,0.079916817,2493.404704
1/6/2012,2012,6,Road-transport,PM10,0.080597861,71.73209591
1/6/2012,2012,6,Road-transport,PM25,0.080597861,66.09024567
1/6/2012,2012,6,Road-transport,SO2,0.080481728,4.024086376
1/7/2012,2012,7,Non-road-transport,CO,0.083333333,1740.833333
1/7/2012,2012,7,Non-road-transport,NOx,0.083333333,3418.333333
1/7/2012,2012,7,Non-road-transport,PM10,0.083333333,201.6666667
1/7/2012,2012,7,Non-road-transport,PM25,0.083333333,187.5
1/7/2012,2012,7,Non-road-transport,SO2,0.083333333,1600
1/7/2012,2012,7,Other,CO,0.079542198,448.6179948
1/7/2012,2012,7,Other,NOx,0.081042472,753.6949863
1/7/2012,2012,7,Other,PM10,0.080208962,142.7719518
1/7/2012,2012,7,Other,PM25,0.080262966,101.9339672
1/7/2012,2012,7,Other,SO2,0.078127614,17.18807505
1/7/2012,2012,7,Power,CO,0.083967,326.6316282
1/7/2012,2012,7,Power,NOx,0.083966992,2688.623094
1/7/2012,2012,7,Power,PM10,0.083966991,80.60831139
1/7/2012,2012,7,Power,PM25,0.08396697,38.62480608
1/7/2012,2012,7,Power,SO2,0.083966989,1300.648666
1/7/2012,2012,7,Road-transport,CO,0.083626109,5226.631811
1/7/2012,2012,7,Road-transport,NOx,0.08074084,2519.1142
1/7/2012,2012,7,Road-transport,PM10,0.081708511,72.72057471
1/7/2012,2012,7,Road-transport,PM25,0.081708511,67.00097895
1/7/2012,2012,7,Road-transport,SO2,0.081521987,4.076099356
1/8/2012,2012,8,Non-road-transport,CO,0.083333333,1740.833333
1/8/2012,2012,8,Non-road-transport,NOx,0.083333333,3418.333333
1/8/2012,2012,8,Non-road-transport,PM10,0.083333333,201.6666667
1/8/2012,2012,8,Non-road-transport,PM25,0.083333333,187.5
1/8/2012,2012,8,Non-road-transport,SO2,0.083333333,1600
1/8/2012,2012,8,Other,CO,0.081315847,458.6213782
1/8/2012,2012,8,Other,NOx,0.081088058,754.1189434
1/8/2012,2012,8,Other,PM10,0.080936452,144.0668851
1/8/2012,2012,8,Other,PM25,0.080988277,102.8551115
1/8/2012,2012,8,Other,SO2,0.078672657,17.3079846
1/8/2012,2012,8,Power,CO,0.089037328,346.3552078
1/8/2012,2012,8,Power,NOx,0.089037343,2850.975714
1/8/2012,2012,8,Power,PM10,0.089037367,85.47587226
1/8/2012,2012,8,Power,PM25,0.089037351,40.95718138
1/8/2012,2012,8,Power,SO2,0.089037327,1379.1882
1/8/2012,2012,8,Road-transport,CO,0.086297024,5393.563999
1/8/2012,2012,8,Road-transport,NOx,0.08196612,2557.342952
1/8/2012,2012,8,Road-transport,PM10,0.083452479,74.27270671
1/8/2012,2012,8,Road-transport,PM25,0.083452479,68.43103315
1/8/2012,2012,8,Road-transport,SO2,0.083179653,4.158982671
1/9/2012,2012,9,Non-road-transport,CO,0.083333333,1740.833333
1/9/2012,2012,9,Non-road-transport,NOx,0.083333333,3418.333333
1/9/2012,2012,9,Non-road-transport,PM10,0.083333333,201.6666667
1/9/2012,2012,9,Non-road-transport,PM25,0.083333333,187.5
1/9/2012,2012,9,Non-road-transport,SO2,0.083333333,1600
1/9/2012,2012,9,Other,CO,0.091351671,515.2234225
1/9/2012,2012,9,Other,NOx,0.086427086,803.7718986
1/9/2012,2012,9,Other,PM10,0.092735968,165.0700239
1/9/2012,2012,9,Other,PM25,0.092138852,117.0163421
1/9/2012,2012,9,Other,SO2,0.087726661,19.2998655
1/9/2012,2012,9,Power,CO,0.079944316,310.9833895
1/9/2012,2012,9,Power,NOx,0.079944323,2559.817216
1/9/2012,2012,9,Power,PM10,0.079944298,76.7465257
1/9/2012,2012,9,Power,PM25,0.07994433,36.77439163
1/9/2012,2012,9,Power,SO2,0.079944293,1238.337097
1/9/2012,2012,9,Road-transport,CO,0.09064326,5665.203724
1/9/2012,2012,9,Road-transport,NOx,0.089649771,2797.072863
1/9/2012,2012,9,Road-transport,PM10,0.090133504,80.21881873
1/9/2012,2012,9,Road-transport,PM25,0.090133504,73.90947343
1/9/2012,2012,9,Road-transport,SO2,0.090101113,4.505055643
1/10/2012,2012,10,Non-road-transport,CO,0.083333333,1740.833333
1/10/2012,2012,10,Non-road-transport,NOx,0.083333333,3418.333333
1/10/2012,2012,10,Non-road-transport,PM10,0.083333333,201.6666667
1/10/2012,2012,10,Non-road-transport,PM25,0.083333333,187.5
1/10/2012,2012,10,Non-road-transport,SO2,0.083333333,1600
1/10/2012,2012,10,Other,CO,0.090523374,510.5518308
1/10/2012,2012,10,Other,NOx,0.08578461,797.7968713
1/10/2012,2012,10,Other,PM10,0.090792088,161.609917
1/10/2012,2012,10,Other,PM25,0.090544003,114.9908844
1/10/2012,2012,10,Other,SO2,0.085275831,18.76068286
1/10/2012,2012,10,Power,CO,0.07893132,307.0428342
1/10/2012,2012,10,Power,NOx,0.078931334,2527.3813
1/10/2012,2012,10,Power,PM10,0.07893131,75.7740577
1/10/2012,2012,10,Power,PM25,0.078931376,36.30843286
1/10/2012,2012,10,Power,SO2,0.078931342,1222.646484
1/10/2012,2012,10,Road-transport,CO,0.094567383,5910.461435
1/10/2012,2012,10,Road-transport,NOx,0.095030732,2964.958849
1/10/2012,2012,10,Road-transport,PM10,0.09507654,84.61812026
1/10/2012,2012,10,Road-transport,PM25,0.09507654,77.96276248
1/10/2012,2012,10,Road-transport,SO2,0.09514904,4.757452005
1/11/2012,2012,11,Non-road-transport,CO,0.083333333,1740.833333
1/11/2012,2012,11,Non-road-transport,NOx,0.083333333,3418.333333
1/11/2012,2012,11,Non-road-transport,PM10,0.083333333,201.6666667
1/11/2012,2012,11,Non-road-transport,PM25,0.083333333,187.5
1/11/2012,2012,11,Non-road-transport,SO2,0.083333333,1600
1/11/2012,2012,11,Other,CO,0.094085497,530.6422016
1/11/2012,2012,11,Other,NOx,0.091154908,847.7406448
1/11/2012,2012,11,Other,PM10,0.094446996,168.1156521
1/11/2012,2012,11,Other,PM25,0.094217497,119.6562217
1/11/2012,2012,11,Other,SO2,0.091421209,20.11266604
1/11/2012,2012,11,Power,CO,0.08344715,324.6094128
1/11/2012,2012,11,Power,NOx,0.08344718,2671.978693
1/11/2012,2012,11,Power,PM10,0.083447157,80.10927047
1/11/2012,2012,11,Power,PM25,0.083447136,38.38568242
1/11/2012,2012,11,Power,SO2,0.083447146,1292.596296
1/11/2012,2012,11,Road-transport,CO,0.095260086,5953.75537
1/11/2012,2012,11,Road-transport,NOx,0.100264123,3128.24064
1/11/2012,2012,11,Road-transport,PM10,0.09879714,87.92945431
1/11/2012,2012,11,Road-transport,PM25,0.09879714,81.01365454
1/11/2012,2012,11,Road-transport,SO2,0.09916537,4.958268503
1/12/2012,2012,12,Non-road-transport,CO,0.083333333,1740.833333
1/12/2012,2012,12,Non-road-transport,NOx,0.083333333,3418.333333
1/12/2012,2012,12,Non-road-transport,PM10,0.083333333,201.6666667
1/12/2012,2012,12,Non-road-transport,PM25,0.083333333,187.5
1/12/2012,2012,12,Non-road-transport,SO2,0.083333333,1600
1/12/2012,2012,12,Other,CO,0.10579385,596.6773151
1/12/2012,2012,12,Other,NOx,0.104826668,974.8880093
1/12/2012,2012,12,Other,PM10,0.111744865,198.9058591
1/12/2012,2012,12,Other,PM25,0.110986819,140.9532608
1/12/2012,2012,12,Other,SO2,0.109549241,24.10083308
1/12/2012,2012,12,Power,CO,0.085260568,331.6636083
1/12/2012,2012,12,Power,NOx,0.08526055,2730.042795
1/12/2012,2012,12,Power,PM10,0.085260548,81.85012566
1/12/2012,2012,12,Power,PM25,0.085260558,39.21985663
1/12/2012,2012,12,Power,SO2,0.085260537,1320.685723
1/12/2012,2012,12,Road-transport,CO,0.089327595,5582.974658
1/12/2012,2012,12,Road-transport,NOx,0.106728498,3329.929141
1/12/2012,2012,12,Road-transport,PM10,0.101031124,89.91770013
1/12/2012,2012,12,Road-transport,PM25,0.101031124,82.84552146
1/12/2012,2012,12,Road-transport,SO2,0.102185457,5.109272866
1/1/2013,2013,1,Non-road-transport,CO,0.083333333,2042.5
1/1/2013,2013,1,Non-road-transport,NOx,0.083333333,3329.166667
1/1/2013,2013,1,Non-road-transport,PM10,0.083333333,197.5
1/1/2013,2013,1,Non-road-transport,PM25,0.083333333,183.3333333
1/1/2013,2013,1,Non-road-transport,SO2,0.083333333,1625.833333
1/1/2013,2013,1,Other,CO,0.066512357,413.0417385
1/1/2013,2013,1,Other,NOx,0.070455223,761.6209657
1/1/2013,2013,1,Other,PM10,0.062055223,118.5254751
1/1/2013,2013,1,Other,PM25,0.062810824,86.05082827
1/1/2013,2013,1,Other,SO2,0.070527927,21.8636574
1/1/2013,2013,1,Power,CO,0.066729726,262.2478217
1/1/2013,2013,1,Power,NOx,0.066729732,2307.514135
1/1/2013,2013,1,Power,PM10,0.06672972,62.72593651
1/1/2013,2013,1,Power,PM25,0.066729724,29.36107864
1/1/2013,2013,1,Power,SO2,0.066729721,979.592301
1/1/2013,2013,1,Road-transport,CO,0.072962198,3203.040501
1/1/2013,2013,1,Road-transport,NOx,0.072351239,1939.013195
1/1/2013,2013,1,Road-transport,PM10,0.071627542,63.74851207
1/1/2013,2013,1,Road-transport,PM25,0.071627542,58.73458415
1/1/2013,2013,1,Road-transport,SO2,0.072035979,3.601798935
1/2/2013,2013,2,Non-road-transport,CO,0.083333333,2042.5
1/2/2013,2013,2,Non-road-transport,NOx,0.083333333,3329.166667
1/2/2013,2013,2,Non-road-transport,PM10,0.083333333,197.5
1/2/2013,2013,2,Non-road-transport,PM25,0.083333333,183.3333333
1/2/2013,2013,2,Non-road-transport,SO2,0.083333333,1625.833333
1/2/2013,2013,2,Other,CO,0.066164106,410.8791004
1/2/2013,2013,2,Other,NOx,0.068926301,745.0933107
1/2/2013,2013,2,Other,PM10,0.060887498,116.2951212
1/2/2013,2013,2,Other,PM25,0.06165537,84.46785741
1/2/2013,2013,2,Other,SO2,0.069251394,21.46793227
1/2/2013,2013,2,Power,CO,0.058226864,228.8315771
1/2/2013,2013,2,Power,NOx,0.058226845,2013.484314
1/2/2013,2013,2,Power,PM10,0.058226835,54.73322487
1/2/2013,2013,2,Power,PM25,0.0582269,25.61983621
1/2/2013,2013,2,Power,SO2,0.058226847,854.7701166
1/2/2013,2013,2,Road-transport,CO,0.078961337,3466.402695
1/2/2013,2013,2,Road-transport,NOx,0.06401913,1715.712682
1/2/2013,2013,2,Road-transport,PM10,0.069418136,61.78214147
1/2/2013,2013,2,Road-transport,PM25,0.069418136,56.92287192
1/2/2013,2013,2,Road-transport,SO2,0.067703435,3.385171749
1/3/2013,2013,3,Non-road-transport,CO,0.083333333,2042.5
1/3/2013,2013,3,Non-road-transport,NOx,0.083333333,3329.166667
1/3/2013,2013,3,Non-road-transport,PM10,0.083333333,197.5
1/3/2013,2013,3,Non-road-transport,PM25,0.083333333,183.3333333
1/3/2013,2013,3,Non-road-transport,SO2,0.083333333,1625.833333
1/3/2013,2013,3,Other,CO,0.082490282,512.2646527
1/3/2013,2013,3,Other,NOx,0.088275128,954.2541335
1/3/2013,2013,3,Other,PM10,0.082172521,156.9495156
1/3/2013,2013,3,Other,PM25,0.082522039,113.055194
1/3/2013,2013,3,Other,SO2,0.087000478,26.97014807
1/3/2013,2013,3,Power,CO,0.085931517,337.7108629
1/3/2013,2013,3,Power,NOx,0.085931503,2971.511382
1/3/2013,2013,3,Power,PM10,0.08593152,80.7756289
1/3/2013,2013,3,Power,PM25,0.085931524,37.80987049
1/3/2013,2013,3,Power,SO2,0.085931491,1261.474292
1/3/2013,2013,3,Road-transport,CO,0.074830022,3285.037959
1/3/2013,2013,3,Road-transport,NOx,0.07854116,2104.903078
1/3/2013,2013,3,Road-transport,PM10,0.077124288,68.64061642
1/3/2013,2013,3,Road-transport,PM25,0.077124288,63.24191626
1/3/2013,2013,3,Road-transport,SO2,0.077588649,3.879432427
1/4/2013,2013,4,Non-road-transport,CO,0.083333333,2042.5
1/4/2013,2013,4,Non-road-transport,NOx,0.083333333,3329.166667
1/4/2013,2013,4,Non-road-transport,PM10,0.083333333,197.5
